anuncio_data;anuncio_ano;anuncio_mes;empresa_alvo;municipio;regiao;descr_investimento;setor_desc;cnae_inv_2_desc
18/05/2015;2015;5;Sociedade de Abastecimento de Água e Saneamento - Sanasa;Campinas;RA Campinas;Instalação de 30 Km de rede de esgoto nos bairros Jardim Uruguai e Satélite Íris 2 e 3   ;Infraestrutura;Esgoto e atividades relacionadas
18/05/2015;2015;5;Empresa de Ônibus Vila Galvão;Guarulhos;RM São Paulo;Compra de 50 ônibus para transporte coletivo   ;Infraestrutura;Transporte terrestre
18/05/2015;2015;5;Casa Ronald McDonald's ABC;Santo André;RM São Paulo;Inauguração de sala atividades da casa de atendimento às crianças e adolescentes em tratamento oncológico   ;Serviços;Serviços de assistência social sem alojamento
17/05/2015;2015;5;Brace Bar & Griglia;São Paulo;RM São Paulo;Inauguração de restaurante dedicado a alimentos grelhados no Eataly   ;Serviços;Alimentação
15/05/2015;2015;5;Solvay;Itatiba;RA Campinas;Ampliação da fábrica de produtos químicos (valor em euros)  ;Indústria;Fabricação de produtos químicos
15/05/2015;2015;5;Azumy Sushi Bar;Araraquara;RA Central;Inauguração de restaurante típico da comida japonesa   ;Serviços;Alimentação
15/05/2015;2015;5;Hospital Bandeirantes;São Paulo;RM São Paulo;Modernização da infraestrutura e da tecnologia de informação - TI do hospital no bairro da Liberdade   ;Serviços;Atividades de atenção à saúde humana
15/05/2015;2015;5;Serviço Nacional de Aprendizagem Industrial - Senai;Santos;RA Santos;Inauguração de três laboratório, de simulação de operações portuárias, de áreas classificadas por risco de explosão e uma oficina de panificação   ;Serviços;Educação
14/05/2015;2015;5;Petz;São Paulo;RM São Paulo;Inauguração de loja de pet shop no bairro do Morumbi   ;Comércio;Comércio varejista
14/05/2015;2015;5;Lavazza;São Paulo;RM São Paulo;Abertura da loja de cafeteria italiana no mercado Eataly no bairro do Itaim Bibi   ;Serviços;Alimentação
13/05/2015;2015;5;TriunfoTransbrasiliana;Lins;RA Bauru;Compra de 31 veículos para a concessionárias de rodovias   ;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
13/05/2015;2015;5;Faculdade de Filosofia, Ciências e Letras de Ituverava - FFCL;Ituverava;RA Franca;Ampliação do campus I  da faculdade   ;Serviços;Educação
13/05/2015;2015;5;Rodovias das Colinas;Inter-regionais;Inter-regionais;Duplicação da Rodovia Marechal Rondon (SP 300)   ;Infraestrutura;Armazenamento e atividades auxiliares dos transportes
13/05/2015;2015;5;Kalunga;São Paulo;RM São Paulo;Inauguração de loja de produtos de papelaria escritório e informática no Shopping Market Place   ;Comércio;Comércio varejista
13/05/2015;2015;5;Cooperativa de Consumo - Coop;São Bernardo do Campo;RM São Paulo;Reforma e modernização de supermercado da Joaquim Nabuco   ;Comércio;Comércio varejista
13/05/2015;2015;5;Sabesp;Barueri;RM São Paulo;Concessão da manutenção e ampliação do serviço de abastecimento de água e tratamento de esgotos, por 30 anos   ;Infraestrutura;Captação, tratamento e distribuição de água
13/05/2015;2015;5;Sabesp;Mairiporã;RM São Paulo;Concessão da manutenção e ampliação do serviço de abastecimento de água e tratamento de esgotos, por 30 anos   ;Infraestrutura;Captação, tratamento e distribuição de água
12/05/2015;2015;5;Piola;São Bernardo do Campo;RM São Paulo;Inauguração de restaurante tipo italiano no Golden Square Shopping    ;Serviços;Alimentação
12/05/2015;2015;5;Serviço Nacional de Aprendizagem Comercial - Senac;Guarulhos;RM São Paulo;Reforma de escola de ensino profissionalizante   ;Serviços;Educação
12/05/2015;2015;5;Magnóllia Gourmet;Guarujá;RA Santos;Inauguração de restaurante e padaria   ;Serviços;Alimentação
12/05/2015;2015;5;Serviço Nacional de Aprendizagem Industrial - Senai;Tatuí;RA Sorocaba;Inauguração de escola de ensino profissionalizante   ;Serviços;Educação
11/05/2015;2015;5;DAE Jundiaí;Jundiaí;RA Campinas;Substituição da rede de abastecimento de água do centro da cidade   ;Infraestrutura;Captação, tratamento e distribuição de água
11/05/2015;2015;5;Drogaria São Paulo;Santo André;RM São Paulo;Inauguração de drogaria   ;Comércio;Comércio varejista
11/05/2015;2015;5;Estação Zero;São Caetano do Sul;RM São Paulo;Inauguração de loja de pratos prontos saudáveis   ;Comércio;Comércio varejista
11/05/2015;2015;5;Maremonti;São Caetano do Sul;RM São Paulo;Inauguração de pizzaria   ;Serviços;Alimentação
10/05/2015;2015;5;Gasbrasiliano;Araçatuba;RA Araçatuba;Ampliação da rede de distribuição de gás natural   ;Infraestrutura;Eletricidade, gás e outras utilidades
10/05/2015;2015;5;Santa Casa de São Carlos;São Carlos;RA Central;Inauguração da unidade de terapia fotodinâmica do hospital   ;Serviços;Atividades de atenção à saúde humana
08/05/2015;2015;5;Elektro;Santa Gertrudes;RA Campinas;Inauguração de subestação de energia   ;Infraestrutura;Eletricidade, gás e outras utilidades
08/05/2015;2015;5;Ativa Logística;Inter-regionais;Inter-regionais;Modernização de sistemas de gestão de armazenamento e movimentação de carga Datamatrix e compra de equipamentos   ;Infraestrutura;Transporte terrestre
08/05/2015;2015;5;Giolaser;Ribeirão Preto;RA Ribeirão Preto;Inauguração de clínica de depilação a laser definitiva e estética   ;Serviços;Outras atividades de serviços pessoais
08/05/2015;2015;5;Extra  Hipermercado / Pão de Açúcar;São Paulo;RM São Paulo;Modernização do hipermercado no bairro de Guaianazes   ;Comércio;Comércio varejista
08/05/2015;2015;5;Extra  Hipermercado / Pão de Açúcar;São Paulo;RM São Paulo;Modernização do hipermercado na Av. Ricardo Jafet, no bairro Ipiranga   ;Comércio;Comércio varejista
08/05/2015;2015;5;Beach Burger;São Paulo;RM São Paulo;Inauguração de lanchonete no bairro Cerqueira Cesar   ;Serviços;Alimentação
08/05/2015;2015;5;Shoy Sushi;São Paulo;RM São Paulo;Abertura de restaurante japonês no bairro do Itaim Bibi   ;Serviços;Alimentação
07/05/2015;2015;5;Autozone;Osasco;RM São Paulo;Instalação de revenda de autopeças e acessórios automotivos   ;Comércio;Comércio e reparação de veículos automotores e motocicletas
07/05/2015;2015;5;Duty Free / Dufry;Guarulhos;RM São Paulo;Abertura de loja de departamentos de produtos importados no terminal 3 do GRU Airport – Aeroporto Internacional de São Paulo   ;Comércio;Comércio varejista
07/05/2015;2015;5;Endossa;São Paulo;RM São Paulo;Inauguração de franquia de loja de acessórios e roupas no Shopping Ibirapuera   ;Comércio;Comércio varejista
07/05/2015;2015;5;H.Stern;Guarulhos;RM São Paulo;Abertura de joalheria no GRU Airport – Aeroporto Internacional de São Paulo   ;Comércio;Comércio varejista
07/05/2015;2015;5;Vacheron Constantin;São Paulo;RM São Paulo;Abertura de relojoaria no Shopping Cidade Jardim   ;Comércio;Comércio varejista
07/05/2015;2015;5;Santa Casa de Votuporanga;Votuporanga;RA São José do Rio Preto;Instalação de aparelhos de ar-condicionado, troca de gerador e adequações elétricas do hospital   ;Serviços;Atividades de atenção à saúde humana
07/05/2015;2015;5;Unifev;Votuporanga;RA São José do Rio Preto;Ampliação do centro universitário   ;Serviços;Educação
07/05/2015;2015;5;Villa Mix Campos do Jordão;Campos do Jordão;RA São José dos Campos;Instalação de casa noturna de shows   ;Serviços;Atividades artísticas, criativas e de espetáculos
07/05/2015;2015;5;Castrolanda;Angatuba;RA Itapeva;Instalação de entreposto da cooperativa agropecuária  ;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
07/05/2015;2015;5;Castrolanda;Itaberá;RA Itapeva;Instalação de entreposto da cooperativa agropecuária  ;Comércio;Comércio por atacado, exceto veículos automotores e motocicletas
07/05/2015;2015;5;Castrolanda;Itapetininga;RA Sorocaba;Construção de unidade de processamento de leite  ;Indústria;Fabricação de produtos alimentícios
06/05/2015;2015;5;Santa Casa de Marília;Marília;RA Marília;Inauguração de serviço intervencionista vascular e neurológico - Sirvan do hospital   ;Serviços;Atividades de atenção à saúde humana
06/05/2015;2015;5;Mexicoletas;Ribeirão Preto;RA Ribeirão Preto;Inauguração de paleteria mexicana   ;Serviços;Alimentação
06/05/2015;2015;5;Frank Bar;São Paulo;RM São Paulo;Inauguração de espaço de eventos e bar no bairro do Jardim Paulista dentro do hotel Maksoud Plaza   ;Serviços;Alimentação
06/05/2015;2015;5;FSB;São Paulo;RM São Paulo;Instalação de assessoria de comunicação   ;Serviços;Atividades de sedes de empresas e de consultoria em gestão empresarial
06/05/2015;2015;5;Hospital de Olhos do Vale;São José dos Campos;RA São José dos Campos;Inauguração do hospital especializado em olhos   ;Serviços;Atividades de atenção à saúde humana
05/05/2015;2015;5;Natura;Itupeva;RA Campinas;Inauguração de centro distribuição - CD, da fábrica de cosméticos  ;Indústria;Fabricação de produtos químicos
05/05/2015;2015;5;LC Restaurantes;Itupeva;RA Campinas;Instalação de restaurante de refeições corporativas dentro da Dynatech   ;Serviços;Alimentação
05/05/2015;2015;5;LC Restaurantes;Itatiba;RA Campinas;Instalação de restaurante de refeições corporativas dentro do Condomínio Comercial Zimbra   ;Serviços;Alimentação
05/05/2015;2015;5;LC Restaurantes;Atibaia;RA Campinas;Instalação de restaurante de refeições corporativas dentro da HUF   ;Serviços;Alimentação
05/05/2015;2015;5;Grupo Zda;Marília;RA Marília;Ampliação do parque fabril de doces e alimentos  ;Indústria;Fabricação de produtos alimentícios
05/05/2015;2015;5;Microsoft;São Paulo;RM São Paulo;Inauguração de loja de telefones celulares Shopping Eldorado   ;Comércio;Comércio varejista
05/05/2015;2015;5;Superbom;São Paulo;RM São Paulo;Instalação de linha de produção de queijos veganos da fábrica de alimentos  ;Indústria;Fabricação de produtos alimentícios
05/05/2015;2015;5;LC Restaurantes;São Bernardo do Campo;RM São Paulo;Instalação de restaurante de refeições corporativas dentro da Donaldson   ;Serviços;Alimentação
05/05/2015;2015;5;Depyl Action;São José dos Campos;RA São José dos Campos;Inauguração de franquia de depilação   ;Serviços;Outras atividades de serviços pessoais
04/05/2015;2015;5;World Games;Campinas;RA Campinas;Abertura de loja de games no Shopping Spazio Ouro Verde   ;Comércio;Comércio varejista
04/05/2015;2015;5;Smart Fit;Campinas;RA Campinas;Inauguração de academia e fitness no Shopping Spazio Ouro Verde   ;Serviços;Atividades esportivas e de recreação e lazer
04/05/2015;2015;5;Printi;Inter-regionais;Inter-regionais;Construção de gráfica  ;Indústria;Impressão e reprodução de gravações
04/05/2015;2015;5;Cartier;São Paulo;RM São Paulo;Inauguração de loja de relógios e joias no Shopping Iguatemi São Paulo   ;Comércio;Comércio varejista
04/05/2015;2015;5;Cookie'n Ice;São Paulo;RM São Paulo;Inauguração de loja de doçaria no Jardim Paulista   ;Comércio;Comércio varejista
04/05/2015;2015;5;Hope Lingerie;São Paulo;RM São Paulo;Inauguração de franquia de loja de lingerie no Shopping Cidade de São Paulo   ;Comércio;Comércio varejista
04/05/2015;2015;5;Saint Laurent;São Paulo;RM São Paulo;Inauguração de loja de moda unissex no Shopping Iguatemi São Paulo   ;Comércio;Comércio varejista
04/05/2015;2015;5;Gemma Restaurante;São Paulo;RM São Paulo;Abertura de restaurante no bairro do Campos Elíseos   ;Serviços;Alimentação
04/05/2015;2015;5;Montana Grill Express;Guarulhos;RM São Paulo;Inauguração de franquia do restaurante no Parque Shopping Maia   ;Serviços;Alimentação
04/05/2015;2015;5;Montana Grill Express;São Paulo;RM São Paulo;Inauguração de franquia do restaurante no Shopping Cidade São Paulo   ;Serviços;Alimentação
04/05/2015;2015;5;Starbucks Coffee;São Paulo;RM São Paulo;Inauguração de cafeteria no Shopping Cidade São Paulo   ;Serviços;Alimentação
04/05/2015;2015;5;Teatro Santander / Wtorre;São Paulo;RM São Paulo;Construção de teatro no Complexo JK no bairro do Itaim Bibi   ;Serviços;Atividades artísticas, criativas e de espetáculos
04/05/2015;2015;5;Teatro Villa Lobos;São Paulo;RM São Paulo;Instalação de teatro no Shopping Villa Lobos   ;Serviços;Atividades artísticas, criativas e de espetáculos
04/05/2015;2015;5;Teatro WTorre Morumbi;São Paulo;RM São Paulo;Construção de teatro no bairro do Morumbi   ;Serviços;Atividades artísticas, criativas e de espetáculos
04/05/2015;2015;5;Shopping Iguatemi São Paulo / Jereissati;São Paulo;RM São Paulo;Reinauguração da praça do relógio do Shopping Iguatemi São Paulo   ;Serviços;Atividades imobiliárias
04/05/2015;2015;5;Sóbrancelhas;São Bernardo do Campo;RM São Paulo;Inauguração de salão de beleza no São Bernardo Plaza Shopping   ;Serviços;Outras atividades de serviços pessoais
30/04/2015;2015;4;Lojas Renner;Santa Bárbara d'Oeste;RA Campinas;Inauguração de loja de roupas e acessórios   ;Comércio;Comércio varejista
30/04/2015;2015;4;Tenda Atacado;Ribeirão Preto;RA Ribeirão Preto;Abertura de atacadista de produtos de mercearia, perecíveis, embalagens, bazar, higiene, bebidas e limpeza   ;Comércio;Comércio varejista
30/04/2015;2015;4;American Airlines;Guarulhos;RM São Paulo;Reforma de sala VIP do GRU Airport – Aeroporto Internacional de São Paulo   ;Infraestrutura;Transporte aéreo
30/04/2015;2015;4;Gelato Boutique;São Paulo;RM São Paulo;Abertura de sorveteria no Jardim Paulista   ;Serviços;Alimentação
30/04/2015;2015;4;MasterCard Black;Guarulhos;RM São Paulo;Instalação de sala VIP no terminal 3 do GRU Airport – Aeroporto Internacional de São Paulo   ;Serviços;Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas
30/04/2015;2015;4;Lojas Renner;Taubaté;RA São José dos Campos;Inauguração de loja de roupas e acessórios   ;Comércio;Comércio varejista
30/04/2015;2015;4;Associação dos Pais e Amigos dos Excepcionais de Sorocaba - APAE;Sorocaba;RA Sorocaba;Inauguração da brinquedoteca   ;Serviços;Atividades de atenção à saúde humana
29/04/2015;2015;4;Lar Betel;Piracicaba;RA Campinas;Construção de unidade de acolhimento de idosos   ;Serviços;Atividades de atenção à saúde humana
29/04/2015;2015;4;Shopping Piracicaba;Piracicaba;RA Campinas;Ampliação do shopping   ;Serviços;Atividades imobiliárias
29/04/2015;2015;4;Versace;São Paulo;RM São Paulo;Inauguração de loja de moda feminina no Shopping Iguatemi São Paulo   ;Comércio;Comércio varejista
29/04/2015;2015;4;Eataly;São Paulo;RM São Paulo;Inauguração de loja da rede italiana no bairro do Itaim Bibi   ;Serviços;Alimentação
29/04/2015;2015;4;Wessel;Araçariguama;RA Sorocaba;Construção de frigorífico  ;Indústria;Fabricação de produtos alimentícios
28/04/2015;2015;4;Santa Casa de Rio Claro;Rio Claro;RA Campinas;Ampliação da ala do SUS do hospital   ;Serviços;Atividades de atenção à saúde humana
28/04/2015;2015;4;Arranjos Express;Limeira;RA Campinas;Inauguração de franquia de reparo de roupas no Pátio Limeira Shopping   ;Serviços;Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos
27/04/2015;2015;4;Klabin;Piracicaba;RA Campinas;Reforma de máquina para o aumento da capacidade produtiva da fábrica de papéis reciclados;Indústria;Fabricação de celulose, papel e produtos de papel
27/04/2015;2015;4;Johnny Rockets;Campinas;RA Campinas;Inauguração de hamburgeria americana   ;Serviços;Alimentação
27/04/2015;2015;4;Embrapa;São Carlos;RA Central;Desenvolvimento de pesquisa de plástico comestível   ;Serviços;Pesquisa e desenvolvimento científico
27/04/2015;2015;4;Clickbus;São Paulo;RM São Paulo;Desenvolvimento de sistema para sua loja virtual de venda de passagem de ônibus pela internet   ;Serviços;Agências de viagens, operadores turísticos e serviços de reservas
